,date,country,confirmed,deaths,new_case
2995,2/15/20,Andorra,0,0,0.0
2996,2/15/20,Angola,0,0,0.0
2997,2/15/20,Antigua and Barbuda,0,0,0.0
2998,2/15/20,Argentina,0,0,0.0
2999,2/15/20,Armenia,0,0,0.0
3000,2/15/20,Australia,15,0,15.0
3001,2/15/20,Austria,0,0,-15.0
3002,2/15/20,Azerbaijan,0,0,0.0
3003,2/15/20,Bahamas,0,0,0.0
3004,2/15/20,Bahrain,0,0,0.0
3005,2/15/20,Bangladesh,0,0,0.0
3006,2/15/20,Barbados,0,0,0.0
3007,2/15/20,Belarus,0,0,0.0
3008,2/15/20,Belgium,1,0,1.0
3009,2/15/20,Belize,0,0,-1.0
3010,2/15/20,Benin,0,0,0.0
3011,2/15/20,Bhutan,0,0,0.0
3012,2/15/20,Bolivia,0,0,0.0
3013,2/15/20,Bosnia and Herzegovina,0,0,0.0
3014,2/15/20,Botswana,0,0,0.0
3015,2/15/20,Brazil,0,0,0.0
3016,2/15/20,Brunei,0,0,0.0
3017,2/15/20,Bulgaria,0,0,0.0
3018,2/15/20,Burkina Faso,0,0,0.0
3019,2/15/20,Burma,0,0,0.0
3020,2/15/20,Burundi,0,0,0.0
3021,2/15/20,Cabo Verde,0,0,0.0
3022,2/15/20,Cambodia,1,0,1.0
3023,2/15/20,Cameroon,0,0,-1.0
3024,2/15/20,Canada,7,0,7.0
3025,2/15/20,Central African Republic,0,0,-7.0
3026,2/15/20,Chad,0,0,0.0
3027,2/15/20,Chile,0,0,0.0
3028,2/15/20,China,68413,1663,68413.0
3029,2/15/20,Colombia,0,0,-68413.0
3030,2/15/20,Comoros,0,0,0.0
3031,2/15/20,Congo (Brazzaville),0,0,0.0
3032,2/15/20,Congo (Kinshasa),0,0,0.0
3033,2/15/20,Costa Rica,0,0,0.0
3034,2/15/20,Cote d'Ivoire,0,0,0.0
3035,2/15/20,Croatia,0,0,0.0
3036,2/15/20,Cuba,0,0,0.0
3037,2/15/20,Cyprus,0,0,0.0
3038,2/15/20,Czechia,0,0,0.0
